Customer ID,Loan Sanction Amount (USD)
C-8428,12378.418
C-2751,83655.19
C-34744,141502.42
C-45670,-63.89441
C-38245,125954.12
C-41939,761.8018
C-10157,18817.262
C-38888,129694.266
C-33270,20870.068
C-5472,38694.65
C-14616,186033.92
C-19117,80240.23
C-3437,122135.99
C-15329,-175.38548
C-39235,34407.863
C-24641,56258.78
C-15036,75419.02
C-14242,66843.8
C-3728,72568.89
C-1765,15227.692
C-5902,137324.92
C-24292,107025.62
C-13776,77716.78
C-36051,128993.6
C-2842,49667.582
C-12723,-314.2987
C-30610,61162.34
C-13165,128.86278
C-47253,-36.029144
C-11392,73157.43
C-17208,141647.97
C-8934,-9.582714
C-48894,756.6302
C-48350,-719.9724
C-1789,92001.08
C-35400,105968.04
C-11614,24054.057
C-21786,49655.258
C-40739,61674.37
C-7029,87495.2
C-16579,207.30908
C-41354,-573.44183
C-9342,134837.02
C-23382,41015.227
C-29485,68321.39
C-15651,101837.92
C-39917,135803.17
C-7671,150.37947
C-39282,30633.672
C-21149,83409.89
C-1448,87079.2
C-39303,451.53006
C-11872,27016.594
C-37779,22869.152
C-20397,45947.434
C-26516,115759.82
C-29533,79293.3
C-5251,56919.383
C-25386,53592.582
C-10254,65840.086
C-37841,84101.875
C-2018,26339.215
C-31570,66827.195
C-6772,116088.625
C-1580,10370.241
C-49057,1196.216
C-5047,37390.285
C-32868,29657.713
C-36351,30530.836
C-6689,55461.977
C-18302,21782.738
C-34550,110181.79
C-14418,16301.187
C-16447,16567.887
C-36895,66158.06
C-31133,46175.934
C-46500,-3501.481
C-14708,40546.168
C-13161,80564.05
C-25885,63114.613
C-39364,24419.984
C-12420,19901.002
C-32549,67880.06
C-45704,297.62833
C-2891,27233.672
C-47673,-2844.3423
C-46341,-1162.7083
C-30949,118806.66
C-27623,12170.196
C-10958,247024.67
C-42024,119.3617
C-21104,147735.47
C-38909,52414.01
C-8514,156.71822
C-10203,13478.711
C-46525,-238.95789
C-12190,190360.53
C-26683,32028.61
C-15257,35107.863
C-26435,62790.043
C-11065,26217.246
C-31630,60451.836
C-18907,153754.66
C-47372,713.2563
C-26836,15556.616
C-12677,88478.195
C-38971,66966.79
C-1616,10515.462
C-21112,38877.984
C-37592,52996.297
C-46546,-14875.548
C-30863,58870.027
C-10001,55122.438
C-12619,27864.918
C-7921,53442.195
C-21357,-404.24802
C-9054,-92.96456
C-19124,54365.938
C-7316,47191.008
C-6049,27749.24
C-49882,-480.59982
C-33154,106648.0
C-44743,20.599636
C-1066,76153.21
C-47532,558.1678
C-3512,82980.195
C-19255,44559.477
C-10924,55097.85
C-1762,83682.95
C-30312,51048.38
C-16059,37615.16
C-3136,-377.45142
C-43703,719.8964
C-38855,15493.412
C-5503,83392.05
C-14067,52133.047
C-36975,49672.79
C-463,285.7258
C-10586,194063.2
C-30419,37664.086
C-31374,131317.86
C-15714,126030.17
C-35189,61156.72
C-5954,175483.0
C-44721,793.8788
C-12821,38819.797
C-20369,141573.3
C-17183,73709.12
C-48631,-3529.032
C-12319,22888.705
C-29652,28126.775
C-10569,16714.94
C-42555,-539.9715
C-49936,104592.4
C-34746,137218.97
C-2768,23613.88
C-2106,77.92243
C-45701,1376.0521
C-32656,63948.49
C-44920,-90.74169
C-17853,14149.443
C-48536,89.70916
C-5939,-843.13477
C-6762,82049.72
C-18773,51148.527
C-21196,56808.902
C-312,16563.605
C-40534,30641.98
C-13039,49311.76
C-27855,24027.78
C-6584,-232.35861
C-43990,97792.98
C-34226,17461.777
C-12681,22855.646
C-49427,85.63433
C-39201,25655.121
C-44712,34942.69
C-47721,-1050.4678
C-27587,239.92256
C-16103,93936.08
C-12506,24836.287
C-13462,55601.137
C-44408,-2130.1116
C-37866,138765.75
C-18163,25169.59
C-2320,26894.06
C-12294,40132.152
C-46728,1963.685
C-22855,116022.04
C-7662,96801.91
C-15113,15578.672
C-20519,21522.521
C-27670,66568.0
C-39069,12400.392
C-42194,-549.51447
C-4931,65321.617
C-34262,22291.963
C-36278,-277.54166
C-9745,-120.81226
C-32965,143142.62
C-11169,135189.94
C-30108,38838.5
C-36971,3991.5
C-27076,105499.664
C-10506,27313.924
C-41071,37925.598
C-12346,248526.4
C-6146,47997.363
C-40504,53284.637
C-24748,35538.793
C-30042,26732.72
C-31074,55462.418
C-29886,22423.08
C-6487,62139.098
C-28352,-615.21704
C-49267,324.32834
C-42058,526.1198
C-15928,212731.03
C-13500,99989.67
C-48084,-782.8103
C-10346,28080.148
C-34627,6331.9756
C-15672,61221.414
C-7707,137181.14
C-6903,13478.925
C-10817,47769.87
C-18206,217.4944
C-6089,67718.53
C-33310,63418.035
C-5506,38544.992
C-10962,51168.41
C-35038,27343.463
C-10855,83817.88
C-38824,13459.274
C-44423,-304.32208
C-49903,3042.662
C-49878,373.99744
C-5512,1446.3197
C-46581,-579.4118
C-11,76104.66
C-44459,693.25134
C-29870,219115.69
C-35195,52126.906
C-27400,20585.34
C-8788,76465.47
C-44237,700.0338
C-388,42466.297
C-49271,270.5494
C-20656,132712.83
C-49203,587.58826
C-43472,951.1359
C-10063,7196.3823
C-4808,63894.977
C-25609,9960.491
C-12211,41665.598
C-15760,35502.14
C-27919,97726.94
C-19092,-1271.9318
C-32740,23062.27
C-5640,12839.582
C-7009,80975.83
C-13874,15904.941
C-31759,431.54684
C-43897,481.1165
C-37295,51760.633
C-8344,120659.64
C-31364,14345.197
C-25634,125006.57
C-32030,25741.514
C-31094,878.19336
C-3165,35597.89
C-11198,32933.875
C-20906,168691.84
C-21399,-1547.9631
C-41066,34529.566
C-47509,-2291.9724
C-49794,224.16026
C-37619,123044.38
C-5317,21138.75
C-39929,67077.06
C-11037,25290.762
C-36837,58909.484
C-35114,55569.168
C-7749,57370.477
C-4900,258.127
C-16436,16268.934
C-17520,20263.668
C-15876,102082.13
C-44869,39.383793
C-1886,227.3362
C-34919,87383.555
C-22592,60872.258
C-5167,71096.12
C-41653,-1410.8259
C-3564,71864.56
C-12476,91337.67
C-4564,12646.262
C-29515,122088.72
C-17891,51937.445
C-41639,-1691.9595
C-14274,-135.29889
C-6369,47918.188
C-310,141.82585
C-42794,-1653.8553
C-3674,188086.02
C-44997,27320.734
C-35391,9201.662
C-35624,113.59198
C-39399,53750.33
C-37448,235.49266
C-23190,139700.6
C-24594,42973.293
C-23428,-6490.3867
C-711,110607.92
C-6538,25311.627
C-9829,126778.945
C-21715,24523.377
C-25081,28709.572
C-10545,42664.64
C-35999,29276.074
C-16986,51092.95
C-45044,-113.733986
C-27408,198287.66
C-49295,370.5639
C-8222,84905.45
C-19152,30527.145
C-10325,28643.88
C-5827,155476.11
C-37846,13707.426
C-31150,101588.055
C-44559,17.877808
C-34072,-2250.3562
C-13609,176259.98
C-35968,-646.8219
C-31169,31622.113
C-25675,23202.287
C-42152,75.36887
C-34315,6100.51
C-21826,27176.488
C-27909,74449.63
C-16553,104271.03
C-36793,77064.32
C-11420,57015.465
C-32619,46603.81
C-26075,81294.56
C-5751,318.7938
C-49948,123.34275
C-17840,67654.12
C-19572,86434.836
C-8673,54745.066
C-6748,26793.586
C-8498,170274.62
C-37561,27902.764
C-40865,178150.9
C-8793,157585.12
C-36440,89145.77
C-45820,-779.2978
C-2260,64532.938
C-43327,984.4497
C-2136,46673.555
C-14871,-171.43124
C-38520,26058.953
C-48777,-1496.8254
C-9299,446.64957
C-43783,-563.1087
C-47169,-182.51506
C-5788,72269.18
C-33151,68175.92
C-31416,52280.957
C-18474,41427.52
C-19763,-961.0888
C-39406,17370.137
C-14659,78.34743
C-36607,33154.965
C-1691,74530.0
C-12829,17282.076
C-17216,-1887.2582
C-3247,90387.77
C-20899,15942.75
C-35747,79905.11
C-42177,358.6236
C-13716,53496.11
C-8241,183506.31
C-31029,13097.405
C-29809,64881.848
C-19495,105826.664
C-15476,42109.11
C-34577,-259.16483
C-13425,61402.027
C-38163,105106.74
C-19692,55889.57
C-32971,192.31242
C-25161,46576.566
C-9705,36766.855
C-39361,21993.848
C-8838,29622.81
C-32707,59801.06
C-13257,45233.164
C-5802,-740.61224
C-5491,29784.883
C-19990,208934.03
C-28408,-13258.978
C-2135,74365.734
C-46037,-277.84067
C-4593,124544.88
C-6152,37324.05
C-45829,77.2038
C-16074,-503.62302
C-40435,32055.271
C-17861,41563.055
C-17016,88011.27
C-27087,165962.12
C-11539,59212.81
C-9473,45576.31
C-42034,438.09854
C-6227,129240.96
C-18321,84936.24
C-28745,160457.36
C-43648,1959.4491
C-2310,60558.72
C-37195,23058.969
C-39688,41450.953
C-4065,113514.08
C-34320,42041.863
C-2641,94150.47
C-18398,57974.09
C-36854,66092.59
C-4873,104544.78
C-39608,76185.6
C-37128,74222.64
C-44261,20.146011
C-14389,80057.99
C-3981,145992.28
C-5297,35164.848
C-5891,18507.635
C-4589,48855.152
C-30023,-1714.6117
C-42931,633.8626
C-30778,39633.688
C-49858,839.36774
C-19849,27518.156
C-46899,1880.038
C-28256,79689.56
C-43070,150663.92
C-18165,71900.29
C-36059,-5255.176
C-13242,63897.836
C-32985,76480.375
C-41133,24313.87
C-9273,59038.445
C-12784,70101.11
C-43992,72992.44
C-33452,49981.17
C-6342,13841.76
C-8264,58780.645
C-49567,818.71497
C-31582,15417.341
C-15405,21737.998
C-29962,29229.062
C-28945,115241.72
C-8166,92700.79
C-29734,95907.516
C-7380,70663.32
C-14441,101638.086
C-33326,38826.805
C-17873,150067.06
C-15158,217099.67
C-3537,25468.316
C-29655,15838.978
C-17851,51288.414
C-49946,848.3207
C-2065,173583.62
C-14217,61987.293
C-668,37312.02
C-25303,85254.57
C-4066,39235.266
C-29251,116801.72
C-47785,-480.7201
C-45982,-376.7182
C-18096,103839.734
C-45744,829.0943
C-44442,442.40997
C-44855,3886.2102
C-47753,1216.6699
C-24468,61020.363
C-47636,-4022.1672
C-6449,126991.766
C-28578,57018.98
C-18436,52806.05
C-34442,169759.52
C-6443,128764.22
C-3930,12668.505
C-9060,21810.87
C-6825,98638.67
C-9346,75243.625
C-39089,80206.77
C-34510,13724.816
C-39311,57363.945
C-14654,27013.805
C-49022,3028.9312
C-14490,12850.611
C-11699,108.65366
C-12145,79373.09
C-49736,53.40812
C-26938,9335.694
C-34098,48966.574
C-27853,100430.14
C-869,74554.055
C-14664,-180.19305
C-39726,18280.396
C-43294,297.46216
C-8675,369.349
C-30787,45703.023
C-19402,57825.23
C-35250,17078.908
C-1520,54335.07
C-43630,-9982.251
C-11714,29809.516
C-17964,125383.016
C-1547,51821.242
C-12436,177781.14
C-16716,34471.81
C-8920,72146.195
C-42026,-234.34799
C-10964,119866.62
C-4677,77268.56
C-19648,86529.03
C-37730,47094.81
C-2977,38894.58
C-21053,125293.02
C-14799,37.27675
C-9972,22209.707
C-1246,90621.18
C-15106,41590.695
C-38275,16763.062
C-13218,51423.562
C-427,89783.086
C-5863,41333.273
C-5853,91641.77
C-24461,59924.414
C-25940,171243.81
C-32235,204103.55
C-5200,23207.787
C-15060,104707.6
C-3041,19344.549
C-6590,99917.05
C-7341,185392.2
C-42269,-10060.474
C-28464,51921.3
C-40140,135466.62
C-9710,83595.86
C-49927,-464.06018
C-9900,66863.914
C-31282,29952.512
C-5656,-270.54578
C-15522,131038.945
C-27898,115797.055
C-43642,321.81104
C-2402,83116.94
C-6976,51934.01
C-7235,69994.64
C-45209,437.93018
C-43584,976.4816
C-823,112475.28
C-20289,57360.438
C-14572,-174.61409
C-17866,24223.148
C-40012,20427.973
C-18236,75708.94
C-47026,-63.887512
C-48839,-275.7467
C-34463,93714.62
C-32230,13786.01
C-39690,62816.797
C-23604,16279.078
C-4960,48298.91
C-16506,27062.635
C-25491,34087.016
C-4451,27018.543
C-21211,15745.395
C-7281,106333.8
C-18339,-445.42215
C-34249,120526.29
C-29314,76697.766
C-49484,47779.234
C-34384,43352.42
C-5998,96082.195
C-26126,46153.227
C-858,15181.951
C-22827,25451.166
C-40606,45618.8
C-22502,27738.582
C-31905,64939.492
C-9474,79371.07
C-18399,14130.23
C-9298,46713.504
C-4809,54336.51
C-35226,19085.61
C-11951,21070.244
C-2611,-2071.8174
C-10408,25076.562
C-13838,43571.336
C-11034,143630.19
C-34651,100144.984
C-6383,29813.65
C-13111,169260.7
C-38646,55343.816
C-42497,79304.625
C-47603,133349.81
C-25197,17111.021
C-36229,46313.344
C-24462,24400.219
C-30528,53156.43
C-37530,23021.186
C-49191,-491.1458
C-18428,70752.74
C-34823,46460.234
C-14128,66954.28
C-3468,48015.066
C-13310,47241.58
C-13498,33655.867
C-47514,409.29358
C-26839,906.5075
C-37350,37880.95
C-14098,30064.254
C-3405,59102.727
C-30046,85294.19
C-38161,62288.23
C-4796,32137.633
C-25139,77916.055
C-34745,13477.185
C-49051,593.1558
C-15958,-81.0183
C-32775,1527.4601
C-15870,90251.47
C-15481,139265.11
C-30230,579.4056
C-40,44823.08
C-29277,36969.96
C-24950,45451.754
C-7570,35070.06
C-24552,-571.8609
C-13063,-19.415764
C-39714,34396.12
C-21590,20596.346
C-24232,48978.363
C-42126,-391.5701
C-48100,303.6715
C-221,121081.31
C-14092,90806.28
C-30595,93097.83
C-23444,34255.27
C-4400,25152.719
C-38130,35072.195
C-728,38257.094
C-48987,-698.55145
C-46509,187.29456
C-42144,672.6631
C-6679,24208.24
C-30501,-5019.6724
C-30340,50369.605
C-29590,458.87308
C-6273,57310.96
C-22104,159938.47
C-5944,18235.041
C-3004,79982.87
C-39951,56360.29
C-46835,-49.12595
C-1628,30612.219
C-32894,101820.5
C-48007,-235.08612
C-13185,50869.535
C-36040,117854.164
C-17221,65451.707
C-33187,50050.957
C-8685,20517.656
C-32094,58202.93
C-29539,12524.592
C-5090,150075.25
C-1341,110188.94
C-28855,32949.727
C-35419,57092.53
C-8894,93421.375
C-41805,5926.6533
C-12405,83700.14
C-16605,142362.92
C-16568,95690.58
C-15777,79777.99
C-28826,23916.414
C-4976,102599.41
C-27638,62813.863
C-10305,180.33594
C-19949,64251.695
C-37003,110550.9
C-35629,62110.367
C-37262,83523.305
C-20002,58706.633
C-24715,163507.72
C-49216,-1087.1938
C-43925,2728.9573
C-34270,68338.07
C-37408,49525.477
C-7147,53109.805
C-37951,23097.041
C-30915,106445.875
C-4468,33083.48
C-10028,80248.26
C-3212,129176.44
C-34771,61276.992
C-14824,58689.184
C-6050,44226.11
C-19654,-483.47015
C-11879,42526.78
C-20657,166641.92
C-27302,57418.836
C-3384,88924.97
C-6691,16153.55
C-6668,13871.161
C-2252,97316.64
C-32017,140716.1
C-19676,124683.96
C-42286,148.29173
C-17474,62128.7
C-48757,648.6427
C-32835,73298.695
C-35590,-892.6432
C-8913,106314.56
C-21761,27013.562
C-39881,40468.8
C-2146,88.21445
C-26063,117892.125
C-5876,91822.38
C-20493,20035.094
C-14492,55824.43
C-8817,131575.69
C-40612,91529.18
C-49275,152.41368
C-23808,38075.938
C-22073,97690.2
C-38817,16617.812
C-29323,76313.5
C-19155,60065.78
C-38666,80311.055
C-46904,1050.2178
C-18224,12197.064
C-42183,5389.956
C-43585,64.46934
C-3802,90493.22
C-44954,864.8623
C-43811,630.6517
C-20020,55119.637
C-23310,84863.65
C-33846,114656.49
C-37372,53358.66
C-16525,73063.32
C-16728,10446.729
C-25119,22018.842
C-40308,157010.66
C-2634,154524.88
C-5966,71615.086
C-8125,24121.893
C-44340,-1001.86035
C-18385,87670.19
C-5383,20566.25
C-38665,31422.434
C-9778,-2099.3171
C-28579,17554.396
C-46998,802.86584
C-9164,88758.23
C-37796,145769.11
C-41231,384.08203
C-37837,127167.375
C-17275,188841.64
C-46179,1282.3063
C-19468,40242.793
C-14124,96.78143
C-48326,-815.3847
C-38696,90948.15
C-47410,-588.79517
C-23064,39107.53
C-16763,166134.23
C-27615,115813.25
C-8471,44546.492
C-21799,33516.836
C-48478,147.38728
C-18896,122902.18
C-15711,145871.5
C-48826,2023.9465
C-21409,166171.3
C-13297,53.71463
C-42600,2614.9944
C-29461,-728.163
C-46081,2199.02
C-25148,26918.225
C-12585,15804.413
C-47607,-616.4771
C-30836,112.84169
C-24249,27063.818
C-16503,51154.72
C-34814,55295.48
C-7124,11850.792
C-18051,53975.18
C-19465,173115.9
C-22599,23613.252
C-20820,82942.16
C-36073,413.28165
C-24017,54179.04
C-33710,83303.234
C-2046,4680.6714
C-13401,175890.8
C-49094,76360.5
C-30534,85954.414
C-38595,77093.875
C-16516,67872.22
C-39817,189.75261
C-10910,54759.383
C-2494,35717.68
C-8334,20240.822
C-2223,29219.146
C-43428,1367.2302
C-45061,73.13348
C-6970,7169.8926
C-19099,70407.38
C-44691,-966.56323
C-29996,91010.98
C-39014,-5067.467
C-41204,185984.11
C-9116,25534.477
C-2907,33432.64
C-4489,15062.47
C-4992,26365.238
C-12323,110855.05
C-35990,17929.674
C-5906,55477.855
C-32968,17160.924
C-14051,84463.04
C-10270,47360.207
C-3375,12767.479
C-37070,110699.484
C-2562,100013.086
C-16839,120.81442
C-1086,82001.914
C-43955,-13.458769
C-1551,57345.707
C-918,79523.5
C-32124,33695.594
C-33195,140521.7
C-30928,127226.0
C-27973,16110.775
C-16892,173429.47
C-46680,1536.8472
C-38242,96380.27
C-49368,454.0798
C-19078,46511.676
C-478,-1241.7552
C-26659,14801.406
C-42260,-150.57588
C-37937,110691.09
C-21229,-1648.0917
C-2289,94477.68
C-456,158702.47
C-23319,32174.477
C-29300,44468.715
C-31671,54155.96
C-36096,51721.96
C-41394,-1518.7167
C-47320,-277.47513
C-3632,58205.75
C-11832,4461.829
C-44435,1907.872
C-2921,23556.469
C-20027,825.9344
C-17633,7354.608
C-44933,-131.77547
C-19347,44551.953
C-34203,52491.074
C-19587,50749.816
C-4887,29709.174
C-38288,22022.018
C-38271,40565.223
C-240,16812.916
C-24973,22883.688
C-34789,188718.44
C-27709,73178.14
C-44521,223.59143
C-23220,27515.248
C-29642,32404.896
C-33169,19146.133
C-15374,78761.85
C-43794,929.395
C-3461,43538.59
C-2006,8448.39
C-41943,-139.27155
C-11007,29333.107
C-5373,31952.385
C-20936,103533.14
C-35044,1229.0079
C-27802,96416.0
C-18403,22004.02
C-30884,55607.44
C-29422,52145.098
C-45520,549.6214
C-27350,-2856.4128
C-19638,147160.55
C-48095,-209.21458
C-36145,80997.76
C-28448,106700.64
C-23478,60211.86
C-4775,106465.58
C-9746,18208.205
C-15669,29535.213
C-41880,780.9474
C-41334,2300.9185
C-18636,26735.309
C-11230,19477.668
C-49751,-2851.082
C-14658,112345.82
C-43712,-45.694492
C-35046,31406.154
C-44850,-862.4398
C-5403,548.8527
C-3083,96122.79
C-40233,64164.906
C-2052,35595.336
C-19732,1062.489
C-3615,55641.812
C-44865,563.5529
C-36958,81817.52
C-10092,20843.049
C-30739,135920.72
C-9435,38939.766
C-15560,-776.1524
C-18892,18737.613
C-23921,-3578.3625
C-3635,31608.05
C-43859,112.25654
C-21250,-658.68994
C-36226,83250.19
C-8672,98201.664
C-19714,48765.188
C-4012,73436.43
C-3208,62470.047
C-41885,353.88757
C-49668,-1355.262
C-11849,33808.695
C-39657,1629.9589
C-11955,260243.05
C-8083,26968.092
C-23632,9948.279
C-14943,21278.922
C-16911,35248.48
C-14893,98396.555
C-33887,17243.545
C-43489,421.32794
C-16106,20237.73
C-49030,-33.282085
C-22627,75616.59
C-39402,51372.027
C-4200,135346.95
C-43087,-189.46371
C-17193,12800.921
C-21122,83558.26
C-9494,56904.1
C-4172,38999.76
C-36366,98050.0
C-26315,50021.848
C-45717,-525.2358
C-42104,1628.0322
C-11893,37764.133
C-41752,-75.97477
C-35345,111738.64
C-6955,66269.77
C-2133,157805.7
C-17197,117735.35
C-22284,27260.023
C-4670,-1028.4755
C-11254,79111.875
C-17353,44816.164
C-14462,48677.71
C-15767,152379.06
C-47772,-211.16682
C-8093,73429.89
C-35305,1315.0796
C-49863,302.8085
C-41753,-531.31683
C-43504,549.6768
C-3701,15101.99
C-35376,42639.918
C-45012,495.0688
C-43555,165.38873
C-36480,56290.97
C-33989,23035.783
C-7724,-342.3006
C-7168,60244.707
C-34608,22311.918
C-42697,-2561.3862
C-33996,18216.18
C-43481,-2368.8342
C-48795,-22.283012
C-37435,43817.43
C-17386,390.0399
C-29610,-612.08826
C-701,-269.42868
C-8535,91888.94
C-21390,-4397.327
C-10155,50395.766
C-18085,25564.951
C-36588,74442.09
C-11647,70048.664
C-46933,527.71497
C-664,842.7178
C-19349,10522.229
C-45718,1268.7258
C-200,952.71814
C-13991,40077.062
C-22690,14.788955
C-12344,12960.133
C-16466,20920.898
C-4116,69478.48
C-39022,40325.293
C-37606,27545.064
C-15295,16865.637
C-3847,28963.264
C-27222,133485.56
C-35860,26266.025
C-26947,25013.273
C-31352,76935.41
C-32340,36119.855
C-4224,59952.57
C-19878,131150.69
C-6860,12789.189
C-34819,21146.688
C-408,55189.36
C-6778,28353.328
C-36671,82120.77
C-11698,82529.914
C-48617,8432.896
C-34094,42692.176
C-43905,336.1129
C-45569,860.35394
C-40894,53450.055
C-36070,47566.7
C-36578,17528.146
C-34820,72195.445
C-5206,93227.81
C-4179,86824.87
C-44298,-1557.0797
C-27994,137368.36
C-47405,192.96806
C-45220,-80.90542
C-29064,75684.69
C-7063,50652.176
C-30256,64986.367
C-8521,56059.254
C-20980,27097.227
C-26454,-109.32732
C-3480,51955.8
C-33168,67108.01
C-35840,57308.41
C-19967,65896.87
C-17824,82532.78
C-48207,-959.7697
C-38463,22858.928
C-49969,-23.004265
C-25422,30785.92
C-49558,-480.99973
C-43002,-868.90704
C-6468,106525.445
C-43060,-324.57602
C-5886,21200.352
C-24678,123624.66
C-9232,99826.55
C-22026,73617.27
C-49738,1020.0682
C-21674,23889.254
C-24595,104534.46
C-49156,312.30844
C-8301,92806.1
C-10628,54256.83
C-26992,43543.58
C-31200,5388.152
C-36118,23918.861
C-18951,27098.629
C-13697,222.37335
C-2463,65856.46
C-47360,-257.43497
C-636,54452.92
C-36176,69325.664
C-48921,-1411.0845
C-22950,144686.4
C-17720,113635.02
C-36032,274.45792
C-24780,23418.043
C-6863,88131.836
C-3036,100128.805
C-34837,49916.383
C-38775,49622.336
C-37333,89453.48
C-36100,120087.34
C-33851,419.81384
C-7450,13986.042
C-26972,109128.26
C-13772,12221.045
C-6987,12395.832
C-45909,103480.74
C-9219,49507.465
C-99,112219.54
C-11540,33799.92
C-23157,-333.91254
C-23396,126165.305
C-31667,50992.062
C-31237,98208.82
C-19936,29703.11
C-37975,22647.059
C-18871,27057.594
C-46959,236.38164
C-20042,50178.51
C-49535,-37.442184
C-24664,57443.73
C-736,165648.7
C-44108,102.93346
C-3132,11403.976
C-27454,28060.906
C-33976,726.6424
C-45329,-431.28848
C-17062,107161.64
C-41773,-886.79865
C-9932,57060.555
C-16485,16594.484
C-18484,103734.85
C-33150,87371.61
C-4545,107340.1
C-25551,44481.414
C-22964,578.3014
C-34832,43591.938
C-31453,63378.234
C-33090,73351.91
C-48349,453.99228
C-28962,24697.543
C-10489,71040.77
C-26841,23896.598
C-28538,93932.08
C-10900,40840.133
C-5513,391.57675
C-24972,48882.312
C-6606,30891.281
C-49884,-534.0386
C-14267,11860.061
C-13408,103256.79
C-7623,157882.25
C-23794,26230.953
C-8199,83815.65
C-1167,33670.29
C-38413,59913.617
C-19381,75967.52
C-2661,-2370.0771
C-25857,108579.625
C-13804,20358.326
C-28358,55531.023
C-36940,177892.39
C-10564,42540.14
C-30662,63082.586
C-10471,25248.168
C-12891,107743.5
C-8350,16823.451
C-33365,78952.17
C-44092,114156.04
C-45063,1049.525
C-266,26582.377
C-33374,90896.61
C-31838,48087.863
C-10762,140601.2
C-8487,67848.78
C-36863,21374.24
C-25478,13668.048
C-11585,41369.812
C-7746,56102.582
C-13629,54216.305
C-25553,128432.664
C-39889,62498.723
C-45884,1002.0203
C-29544,121147.51
C-5440,74465.734
C-41953,1160.1753
C-2784,11533.661
C-752,117739.71
C-25734,57520.586
C-22039,82857.055
C-10284,43191.45
C-5936,117675.21
C-13443,67018.13
C-15853,70561.64
C-10439,100890.56
C-39208,90296.36
C-6834,88260.36
C-4535,44926.035
C-18848,61968.848
C-16675,123700.47
C-46289,-574.46094
C-12127,14185.657
C-38765,82259.086
C-7192,28709.795
C-44546,-27.60836
C-37145,24693.809
C-6666,-2387.6855
C-19970,48519.125
C-41163,-3909.6165
C-31227,86786.664
C-29907,86394.01
C-14714,93010.28
C-49223,137.06917
C-29120,24953.03
C-35421,134797.95
C-23054,18.45081
C-39013,73074.38
C-49808,-5988.42
C-31482,100465.05
C-38123,86916.24
C-2301,51699.668
C-43471,-787.0748
C-3714,77173.92
C-15991,84063.875
C-36217,46237.277
C-4343,39262.49
C-916,202.45903
C-11460,103599.15
C-3337,70361.98
C-11810,21715.406
C-7690,35883.223
C-883,11002.633
C-29455,17874.299
C-26106,167929.77
C-41034,77199.9
C-22711,491.31592
C-49709,-73.77248
C-26404,117295.12
C-5254,117.991615
C-42905,1236.627
C-28645,36801.066
C-19032,23112.803
C-46986,-517.8295
C-14311,67503.97
C-28254,84514.0
C-9228,28547.512
C-31827,47441.93
C-47842,481.01297
C-6407,50217.36
C-552,58078.805
C-16908,137813.62
C-34026,166351.48
C-6192,29045.45
C-29559,107110.65
C-12279,77766.35
C-28519,40499.71
C-4208,31840.08
C-13479,44757.043
C-20172,127209.95
C-7251,52350.895
C-23110,31519.809
C-20551,6758.626
C-17721,125793.41
C-36132,180027.81
C-12457,91898.7
C-18228,90282.49
C-22317,191393.2
C-15402,28698.816
C-4460,-811.487
C-43933,2430.3503
C-29654,30069.453
C-43721,-3920.0728
C-6647,25319.918
C-12043,88732.06
C-8373,52702.824
C-15175,139864.03
C-47567,670.5006
C-14435,6883.1074
C-40203,25776.967
C-29279,-39.66015
C-34503,46484.742
C-27323,87326.59
C-25125,71926.1
C-15185,16247.84
C-28965,29761.57
C-23876,55589.42
C-6530,71985.63
C-24763,84340.695
C-35709,41703.465
C-30556,16480.176
C-976,54136.28
C-28292,31988.41
C-25563,106390.12
C-11527,21679.0
C-22468,38395.5
C-3790,95995.89
C-15298,31449.338
C-49570,9.233443
C-25055,39874.457
C-24237,2540.848
C-21550,67126.44
C-5067,105018.95
C-40139,47416.043
C-18122,17934.547
C-46471,5205.8594
C-42322,-72.15463
C-41152,130899.24
C-33244,33876.3
C-7044,68841.68
C-33719,28237.29
C-25570,75042.51
C-27913,52610.562
C-41779,964.12524
C-19610,96066.9
C-11977,49601.746
C-24708,62915.67
C-27805,62809.516
C-30822,14862.142
C-24131,52993.547
C-13352,15136.36
C-36119,33174.844
C-8972,104540.43
C-21714,60789.27
C-46882,30452.45
C-14849,43406.574
C-44614,1746.8834
C-20113,65772.82
C-18509,98063.86
C-1604,21421.166
C-46613,1387.1742
C-4427,112948.85
C-567,56005.04
C-30339,27454.434
C-14457,52131.043
C-10849,106008.266
C-44560,90.64891
C-10925,24033.168
C-17201,-756.0422
C-17448,24356.219
C-10082,70625.58
C-5770,117395.38
C-42743,-4033.2532
C-41965,-3228.2615
C-31665,27238.557
C-28416,68794.35
C-10236,28624.002
C-3568,18477.402
C-14515,25849.836
C-1783,24477.97
C-17177,75682.97
C-20402,91633.414
C-44316,34928.645
C-1749,93113.86
C-11642,33568.29
C-5198,14166.366
C-23992,44604.652
C-8430,86985.555
C-12502,76074.51
C-27220,82600.81
C-11004,-13090.837
C-41839,-4302.8228
C-45219,-462.6157
C-2761,92238.8
C-6132,82606.08
C-47531,-255.92899
C-27281,55352.156
C-32152,-424.406
C-3875,63356.406
C-20696,52928.355
C-25710,15348.56
C-40456,60008.62
C-31778,121769.05
C-40549,88793.34
C-19803,25342.031
C-28360,73161.93
C-7152,49577.45
C-48519,1196.1827
C-6025,84940.84
C-42131,167.77516
C-7502,89808.7
